desercion_año_anterior,frecuencia_viajes,departamento,distancia_domicilio,educacion,formacion,conteo_de_empleados,ID,nivel_de_cargo,nombre_cargo,estado_civil,ingresos_mensuales,empresas_anteriores,edad>18,porcentaje_aumentosalario,horas_trabajo,nivel_de_opciones,años_de_trabajo,numero_capacitaciones,años_jefe_actual,satisfaccion_entorno,satisfaccion_laboral,conciliacion_faimilar_laboral,implicacion_laboral,rendimiento,tiempo_prom_dia
No,Travel_Rarely,Sales,19,4,Marketing,1,155,1,Sales Executive,Divorced,41080,2.0,Y,14,8,0,19.0,5,8,3.0,3.0,2.0,2,3,7.2435
No,Travel_Frequently,Research & Development,18,4,Technical Degree,1,156,4,Sales Executive,Married,132060,0.0,Y,13,8,2,7.0,2,4,4.0,4.0,4.0,3,3,6.3038
Yes,Travel_Rarely,Research & Development,27,2,Medical,1,157,1,Research Scientist,Single,104220,1.0,Y,17,8,1,6.0,0,4,1.0,2.0,3.0,2,3,10.093
Yes,Travel_Frequently,Research & Development,5,3,Medical,1,158,2,Research Scientist,Divorced,137440,0.0,Y,20,8,1,3.0,3,0,4.0,3.0,2.0,3,4,5.6562
No,Travel_Frequently,Sales,3,3,Marketing,1,159,2,Sales Executive,Married,49070,1.0,Y,11,8,1,1.0,3,0,4.0,4.0,3.0,3,3,8.1778
No,Travel_Rarely,Sales,26,4,Marketing,1,160,1,Sales Executive,Married,34820,0.0,Y,18,8,1,21.0,2,12,3.0,3.0,3.0,2,3,5.5434
No,Travel_Rarely,Research & Development,3,2,Medical,1,161,4,Healthcare Representative,Divorced,24360,1.0,Y,24,8,0,3.0,2,2,1.0,4.0,1.0,4,4,5.7267
No,Non-Travel,Research & Development,15,3,Medical,1,162,2,Sales Executive,Married,23800,4.0,Y,18,8,3,9.0,2,4,3.0,4.0,1.0,2,3,7.4293
No,Travel_Rarely,Research & Development,8,3,Medical,1,163,3,Manufacturing Director,Married,194310,1.0,Y,11,8,0,10.0,3,7,2.0,3.0,3.0,3,3,6.974
Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,1,164,3,Research Scientist,Married,17900,5.0,Y,16,8,1,6.0,4,1,3.0,2.0,4.0,2,3,6.3307
Yes,Travel_Rarely,Research & Development,4,3,Medical,1,165,1,Sales Executive,Single,76440,1.0,Y,15,8,2,1.0,2,0,1.0,4.0,4.0,3,3,7.4298
No,Non-Travel,Research & Development,2,4,Life Sciences,1,166,3,Research Scientist,Married,51310,0.0,Y,15,8,1,10.0,2,8,3.0,1.0,3.0,3,3,6.449
No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,167,4,Research Scientist,Divorced,63060,3.0,Y,12,8,1,32.0,3,0,1.0,4.0,2.0,3,3,5.8358
No,Travel_Rarely,Sales,10,4,Life Sciences,1,168,3,Manager,Married,47870,0.0,Y,12,8,0,28.0,3,7,2.0,3.0,3.0,3,3,7.0051
No,Non-Travel,Sales,10,2,Life Sciences,1,169,3,Laboratory Technician,Single,188800,0.0,Y,22,8,1,12.0,3,7,3.0,4.0,2.0,3,4,6.0592
No,Travel_Frequently,Research & Development,16,3,Life Sciences,1,170,4,Laboratory Technician,Married,23390,4.0,Y,20,8,0,22.0,4,11,3.0,1.0,4.0,3,4,6.6962
No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,171,5,Manufacturing Director,Divorced,135700,5.0,Y,16,8,2,20.0,2,4,1.0,4.0,3.0,2,3,7.2132
No,Travel_Rarely,Sales,4,1,Technical Degree,1,172,1,Laboratory Technician,Married,67120,6.0,Y,21,8,1,26.0,3,1,1.0,3.0,1.0,2,4,6.6138
No,Travel_Rarely,Research & Development,15,2,Medical,1,173,2,Laboratory Technician,Single,54060,0.0,Y,12,8,1,6.0,2,3,4.0,3.0,3.0,3,3,6.0934
No,Travel_Rarely,Research & Development,2,4,Medical,1,174,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,0,3.0,3.0,3.0,3,3,7.4054
No,Travel_Rarely,Sales,8,2,Life Sciences,1,175,1,Laboratory Technician,Divorced,24390,3.0,Y,11,8,2,14.0,2,7,4.0,3.0,3.0,4,3,7.129
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,176,1,Healthcare Representative,Married,88370,2.0,Y,18,8,0,15.0,3,2,3.0,4.0,3.0,2,3,8.6266
No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,177,2,Research Director,Divorced,53430,1.0,Y,14,8,1,13.0,3,8,3.0,2.0,4.0,3,3,6.0452
Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,178,4,Research Director,Married,67280,7.0,Y,22,8,0,15.0,2,7,2.0,3.0,4.0,2,4,7.9669
Yes,Travel_Rarely,Sales,5,4,Marketing,1,179,2,Research Director,Divorced,66520,7.0,Y,25,8,0,8.0,5,3,1.0,4.0,3.0,3,4,6.8253
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,180,1,Sales Executive,Single,48500,0.0,Y,12,8,1,4.0,4,2,4.0,2.0,3.0,3,3,6.2666
No,Travel_Rarely,Research & Development,12,2,Medical,1,181,2,Sales Representative,Married,28090,4.0,Y,23,8,1,10.0,2,0,4.0,3.0,3.0,1,4,8.6265
Yes,Travel_Frequently,Research & Development,22,2,Medical,1,182,2,Sales Executive,Married,56890,3.0,Y,15,8,2,12.0,2,0,1.0,3.0,3.0,2,3,6.0327
Yes,Travel_Frequently,Sales,17,1,Marketing,1,183,1,Research Director,Divorced,20010,9.0,Y,22,8,1,11.0,5,2,2.0,1.0,3.0,4,4,10.4657
No,Travel_Frequently,Research & Development,2,4,Medical,1,184,1,Research Scientist,Married,29770,4.0,Y,15,8,3,8.0,3,0,2.0,3.0,3.0,2,3,7.4029
No,Non-Travel,Research & Development,3,4,Medical,1,185,1,Research Scientist,Single,40250,1.0,Y,11,8,0,10.0,3,7,2.0,4.0,2.0,3,3,7.0841
Yes,Travel_Frequently,Research & Development,7,3,Medical,1,186,2,Laboratory Technician,Single,37850,5.0,Y,13,8,2,4.0,2,2,3.0,3.0,3.0,3,3,6.0327
No,Travel_Rarely,Research & Development,6,3,Medical,1,187,1,Laboratory Technician,Married,108540,2.0,Y,14,8,1,14.0,6,7,2.0,4.0,3.0,3,3,6.2895
No,Travel_Rarely,Research & Development,1,3,Medical,1,188,1,Sales Executive,Single,120310,3.0,Y,11,8,0,37.0,5,7,1.0,2.0,3.0,3,3,6.9456
No,Non-Travel,Research & Development,3,2,Life Sciences,1,189,2,Research Scientist,Single,99360,7.0,Y,17,8,1,16.0,2,10,4.0,4.0,3.0,2,3,5.7196
No,Travel_Rarely,Research & Development,22,3,Medical,1,190,1,Sales Representative,Married,29660,9.0,Y,18,8,0,15.0,2,9,2.0,3.0,3.0,2,3,5.6282
No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,191,2,Laboratory Technician,Single,25710,7.0,Y,14,8,0,22.0,1,13,2.0,3.0,3.0,3,3,7.1544
No,Travel_Frequently,Research & Development,12,1,Medical,1,192,1,Research Scientist,Married,99910,1.0,Y,16,8,1,8.0,3,7,3.0,3.0,3.0,3,3,6.8635
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,193,3,Research Director,Single,61420,4.0,Y,13,8,2,10.0,2,5,2.0,4.0,4.0,2,3,8.4795
No,Travel_Rarely,Research & Development,5,3,Medical,1,194,3,Sales Executive,Married,53900,1.0,Y,14,8,0,10.0,3,8,4.0,1.0,2.0,3,3,10.2434
No,Travel_Rarely,Research & Development,2,1,Medical,1,195,4,Sales Executive,Married,44040,0.0,Y,23,8,0,9.0,2,7,4.0,2.0,4.0,3,4,6.7258
Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,196,2,Laboratory Technician,Divorced,59930,0.0,Y,12,8,0,8.0,3,0,3.0,3.0,2.0,3,3,9.0059
No,Travel_Rarely,Research & Development,5,3,Medical,1,197,1,Research Scientist,Divorced,51300,4.0,Y,11,8,0,8.0,3,2,4.0,4.0,4.0,2,3,6.7695
No,Travel_Rarely,Research & Development,16,3,Medical,1,198,1,Laboratory Technician,Divorced,20900,4.0,Y,16,8,0,10.0,2,5,1.0,3.0,3.0,3,3,7.1648
No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,199,1,Sales Executive,Divorced,29090,9.0,Y,14,8,2,10.0,2,1,3.0,4.0,2.0,3,3,6.3074
Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,1,200,1,Sales Executive,Single,34680,1.0,Y,18,8,2,0.0,4,0,2.0,2.0,3.0,4,3,8.9337
No,Non-Travel,Research & Development,1,4,Technical Degree,1,201,2,Laboratory Technician,Divorced,30680,3.0,Y,19,8,0,20.0,3,1,3.0,1.0,3.0,2,3,6.6045
No,Non-Travel,Research & Development,23,3,Life Sciences,1,202,2,Manufacturing Director,Single,26700,2.0,Y,15,8,2,10.0,2,7,1.0,3.0,3.0,2,3,8.5835
No,Travel_Rarely,Research & Development,9,4,Medical,1,203,3,Healthcare Representative,Divorced,26930,5.0,Y,17,8,3,8.0,3,0,1.0,3.0,3.0,2,3,5.5329
No,Travel_Rarely,Research & Development,16,4,Medical,1,204,2,Human Resources,Single,95260,1.0,Y,15,8,0,5.0,2,3,1.0,3.0,3.0,2,3,5.7925
No,Travel_Rarely,Research & Development,26,3,Medical,1,205,1,Laboratory Technician,Single,52370,1.0,Y,19,8,1,10.0,3,7,4.0,4.0,3.0,2,3,6.0974
Yes,Travel_Rarely,Sales,1,3,Marketing,1,206,2,Manufacturing Director,Single,24260,1.0,Y,22,8,0,1.0,3,0,3.0,4.0,1.0,1,4,8.1891
No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,207,1,Sales Executive,Single,41930,4.0,Y,16,8,1,12.0,5,2,2.0,4.0,4.0,3,3,7.1227
No,Travel_Frequently,Research & Development,4,1,Medical,1,208,5,Human Resources,Married,29110,5.0,Y,13,8,0,28.0,3,2,1.0,3.0,2.0,3,3,5.6736
No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,209,1,Research Director,Married,26610,7.0,Y,14,8,1,22.0,2,8,2.0,1.0,3.0,3,3,7.3968
No,Non-Travel,Research & Development,7,2,Medical,1,210,1,Sales Executive,Divorced,20280,1.0,Y,16,8,1,9.0,3,7,1.0,2.0,3.0,3,3,7.2655
No,Travel_Rarely,Sales,2,1,Medical,1,211,1,Laboratory Technician,Divorced,99800,2.0,Y,11,8,1,18.0,2,9,4.0,1.0,3.0,3,3,8.8934
Yes,Non-Travel,Research & Development,7,2,Life Sciences,1,212,2,Research Director,Married,32980,8.0,Y,22,8,0,6.0,4,2,4.0,3.0,3.0,2,4,5.8007
No,Travel_Frequently,Sales,22,3,Life Sciences,1,213,1,Healthcare Representative,Married,29350,0.0,Y,14,8,2,3.0,5,1,4.0,4.0,3.0,2,3,5.8613
No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,214,1,Research Scientist,Married,154270,3.0,Y,16,8,1,18.0,2,0,3.0,3.0,3.0,3,3,5.7783
No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,215,5,Research Scientist,Married,39440,6.0,Y,11,8,2,8.0,3,3,2.0,2.0,2.0,3,3,6.5666
No,Travel_Rarely,Sales,21,1,Life Sciences,1,216,1,Sales Executive,Divorced,40110,1.0,Y,18,8,2,31.0,2,9,4.0,3.0,3.0,1,3,10.4353
No,Travel_Rarely,Sales,1,3,Marketing,1,217,1,Sales Executive,Married,34070,1.0,Y,15,8,2,6.0,2,4,2.0,4.0,3.0,2,3,8.3337
No,Travel_Rarely,Research & Development,19,4,Technical Degree,1,218,4,Sales Executive,Married,119940,1.0,Y,14,8,1,6.0,6,4,1.0,2.0,4.0,3,3,7.1759
No,Travel_Rarely,Sales,7,3,Medical,1,219,1,Laboratory Technician,Married,12320,1.0,Y,12,8,0,1.0,4,0,4.0,2.0,3.0,1,3,6.3578
No,Travel_Frequently,Sales,2,2,Marketing,1,220,1,Sales Executive,Married,29600,1.0,Y,14,8,3,32.0,2,7,1.0,2.0,3.0,3,3,6.6528
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,221,1,Research Scientist,Married,190940,1.0,Y,16,8,0,7.0,3,6,2.0,3.0,3.0,2,3,6.7547
Yes,Travel_Frequently,Research & Development,2,3,Medical,1,222,2,Research Scientist,Married,39190,1.0,Y,21,8,0,6.0,3,2,1.0,3.0,3.0,3,4,10.695
Yes,Travel_Frequently,Research & Development,9,3,Other,1,223,2,Healthcare Representative,Married,68250,1.0,Y,14,8,0,1.0,2,0,2.0,1.0,4.0,3,3,6.4357
No,Travel_Rarely,Sales,6,2,Life Sciences,1,224,4,Research Director,Married,102480,1.0,Y,12,8,1,6.0,4,3,2.0,4.0,3.0,3,3,8.2627
Yes,Travel_Rarely,Research & Development,9,1,Medical,1,225,1,Sales Representative,Divorced,189470,2.0,Y,12,8,2,9.0,2,2,2.0,1.0,1.0,2,3,6.415
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,226,5,Sales Executive,Single,24960,4.0,Y,17,8,3,9.0,3,2,1.0,4.0,3.0,3,3,7.6062
No,Travel_Rarely,Sales,1,3,Marketing,1,227,2,Sales Executive,Divorced,64650,4.0,Y,17,8,0,13.0,3,7,1.0,4.0,4.0,3,3,5.9304
No,Travel_Rarely,Sales,22,4,Medical,1,228,1,Sales Representative,Divorced,22060,0.0,Y,14,8,1,6.0,4,3,1.0,3.0,2.0,3,3,7.5711
No,Travel_Rarely,Sales,9,4,Marketing,1,229,2,Laboratory Technician,Married,20860,4.0,Y,14,8,0,17.0,3,0,4.0,3.0,2.0,3,3,8.6688
No,Travel_Rarely,Research & Development,17,4,Medical,1,230,1,Sales Representative,Single,22930,1.0,Y,13,8,2,1.0,3,0,4.0,2.0,4.0,1,3,6.8906
No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,231,2,Manufacturing Director,Married,26450,1.0,Y,15,8,0,10.0,5,2,3.0,4.0,3.0,3,3,7.0696
No,Travel_Rarely,Research & Development,10,5,Technical Degree,1,232,2,Sales Executive,Divorced,26830,4.0,Y,11,8,0,21.0,3,0,2.0,4.0,2.0,3,3,8.546
No,Travel_Rarely,Human Resources,2,4,Medical,1,233,1,Human Resources,Single,20140,3.0,Y,17,8,1,8.0,5,0,3.0,1.0,2.0,4,3,6.6112
No,Travel_Frequently,Sales,4,3,Medical,1,234,2,Healthcare Representative,Divorced,34190,3.0,Y,11,8,1,10.0,5,7,4.0,3.0,3.0,3,3,8.9065
No,Travel_Rarely,Research & Development,8,1,Medical,1,235,2,Laboratory Technician,Married,53760,7.0,Y,13,8,1,21.0,3,2,4.0,1.0,1.0,4,3,6.6784
No,Travel_Rarely,Sales,29,4,Marketing,1,236,2,Sales Executive,Single,19510,4.0,Y,22,8,3,10.0,4,2,1.0,3.0,4.0,4,4,6.1389
No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,237,1,Laboratory Technician,Divorced,23410,1.0,Y,20,8,2,8.0,3,6,3.0,3.0,3.0,2,4,7.8621
Yes,Travel_Rarely,Sales,27,3,Life Sciences,1,238,2,Research Scientist,Divorced,22930,0.0,Y,18,8,0,5.0,0,2,3.0,1.0,3.0,3,3,6.2227
No,Travel_Rarely,Sales,16,2,Life Sciences,1,239,3,Sales Executive,Single,87260,1.0,Y,11,8,1,3.0,2,2,3.0,3.0,3.0,1,3,6.6812
No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,240,1,Laboratory Technician,Married,40110,4.0,Y,14,8,1,26.0,2,1,4.0,4.0,4.0,3,3,8.062
No,Travel_Rarely,Research & Development,2,2,Medical,1,241,2,Laboratory Technician,Married,195450,0.0,Y,14,8,0,3.0,3,2,1.0,3.0,3.0,2,3,5.5039
No,Travel_Rarely,Sales,13,4,Marketing,1,242,2,Manufacturing Director,Divorced,45680,0.0,Y,18,8,1,6.0,2,2,3.0,3.0,3.0,3,3,6.8727
No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,243,1,Healthcare Representative,Married,30220,1.0,Y,16,8,1,6.0,3,5,1.0,4.0,2.0,3,3,9.1136
No,Travel_Frequently,Research & Development,4,5,Technical Degree,1,244,3,Manager,Divorced,57720,1.0,Y,17,8,0,1.0,3,0,3.0,3.0,3.0,3,3,6.9575
No,Travel_Rarely,Research & Development,24,3,Other,1,245,3,Manager,Single,22690,7.0,Y,11,8,1,18.0,2,10,4.0,1.0,4.0,2,3,6.7138
No,Travel_Rarely,Research & Development,1,5,Medical,1,246,1,Research Scientist,Married,53810,1.0,Y,12,8,0,10.0,0,8,2.0,4.0,2.0,3,3,7.1397
Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,1,247,3,Research Director,Married,34410,2.0,Y,13,8,1,5.0,5,0,1.0,1.0,3.0,3,3,6.9353
No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,248,1,Manufacturing Director,Married,54540,1.0,Y,13,8,1,3.0,5,2,3.0,4.0,3.0,4,3,9.7631
No,Travel_Rarely,Research & Development,4,3,Medical,1,249,1,Manager,Married,98840,1.0,Y,14,8,0,10.0,3,8,3.0,3.0,3.0,2,3,5.9404
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,250,1,Healthcare Representative,Married,41570,1.0,Y,17,8,3,6.0,2,2,2.0,3.0,2.0,3,3,6.4004
No,Travel_Rarely,Research & Development,10,5,Medical,1,251,4,Laboratory Technician,Single,134580,1.0,Y,11,8,0,17.0,3,8,2.0,4.0,3.0,3,3,6.3351
No,Travel_Frequently,Research & Development,8,3,Technical Degree,1,252,2,Laboratory Technician,Divorced,90690,3.0,Y,25,8,1,15.0,3,7,3.0,4.0,1.0,3,4,7.3036
No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,253,2,Sales Executive,Married,40140,2.0,Y,19,8,1,16.0,4,1,3.0,2.0,4.0,2,3,5.8679
No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,254,2,Research Scientist,Divorced,59150,2.0,Y,13,8,1,13.0,3,2,2.0,2.0,3.0,2,3,10.1872
No,Travel_Rarely,Sales,9,3,Marketing,1,255,5,Research Director,Single,59930,0.0,Y,14,8,1,5.0,3,1,1.0,4.0,3.0,1,3,6.4688
Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,256,5,Sales Representative,Single,61620,1.0,Y,12,8,3,1.0,2,1,4.0,3.0,3.0,2,3,8.2479
Yes,Travel_Frequently,Research & Development,15,4,Medical,1,257,1,Laboratory Technician,Single,24060,1.0,Y,11,8,0,10.0,3,7,1.0,1.0,3.0,3,3,10.2773
No,Non-Travel,Research & Development,2,1,Medical,1,258,1,Research Scientist,Married,187400,1.0,Y,19,8,1,1.0,2,0,3.0,3.0,3.0,4,3,6.2445
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,259,1,Healthcare Representative,Married,76370,2.0,Y,11,8,1,5.0,3,2,1.0,1.0,4.0,3,3,6.6628
No,Travel_Rarely,Research & Development,11,3,Medical,1,260,2,Manufacturing Director,Married,100960,0.0,Y,11,8,1,4.0,3,2,4.0,2.0,3.0,3,3,7.434
No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,261,5,Research Scientist,Single,147560,0.0,Y,20,8,1,8.0,3,5,4.0,4.0,3.0,2,4,6.6076
No,Travel_Frequently,Sales,2,4,Life Sciences,1,262,4,Healthcare Representative,Divorced,64990,1.0,Y,18,8,3,10.0,3,8,2.0,4.0,3.0,2,3,7.1785
No,Travel_Rarely,Research & Development,16,3,Technical Degree,1,263,1,Sales Executive,Married,97240,3.0,Y,13,8,0,12.0,2,2,2.0,2.0,3.0,4,3,6.5568
No,Travel_Frequently,Sales,4,3,Technical Degree,1,264,5,Laboratory Technician,Divorced,21940,1.0,Y,12,8,0,6.0,5,4,4.0,4.0,3.0,3,3,8.3509
No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,265,3,Manager,Single,33880,3.0,Y,11,8,0,4.0,2,0,4.0,4.0,3.0,4,3,6.9941
No,Travel_Rarely,Sales,5,3,Medical,1,266,1,Laboratory Technician,Married,54730,1.0,Y,19,8,1,20.0,2,8,4.0,3.0,3.0,4,3,9.0094
No,Travel_Rarely,Research & Development,18,1,Medical,1,267,1,Healthcare Representative,Single,27030,1.0,Y,21,8,1,9.0,2,7,4.0,2.0,4.0,3,4,6.3551
Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1,268,1,Healthcare Representative,Single,25010,9.0,Y,12,8,0,4.0,3,0,1.0,3.0,3.0,1,3,7.2713
No,Travel_Rarely,Research & Development,12,5,Medical,1,269,1,Sales Representative,Single,62200,1.0,Y,14,8,2,20.0,2,10,4.0,3.0,3.0,3,3,6.2812
No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,270,5,Research Scientist,Single,30380,1.0,Y,11,8,0,10.0,5,8,4.0,4.0,2.0,1,3,7.4233
Yes,Travel_Frequently,Research & Development,4,2,Medical,1,271,4,Sales Representative,Married,44240,3.0,Y,14,8,1,18.0,2,3,2.0,3.0,3.0,2,3,8.1061
No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,272,1,Sales Executive,Single,43120,0.0,Y,12,8,1,10.0,2,8,2.0,4.0,2.0,2,3,6.7048
No,Travel_Rarely,Research & Development,10,3,Medical,1,273,5,Research Scientist,Married,132450,1.0,Y,23,8,1,9.0,3,7,3.0,1.0,3.0,2,4,6.0399
No,Travel_Rarely,Sales,1,3,Medical,1,274,2,Sales Executive,Single,136640,3.0,Y,14,8,0,10.0,6,7,3.0,4.0,3.0,3,3,7.3272
No,Travel_Rarely,Research & Development,2,3,Medical,1,275,5,Sales Executive,Single,50210,2.0,Y,17,8,0,20.0,3,7,4.0,1.0,3.0,3,3,6.2318
No,Travel_Frequently,Research & Development,3,4,Medical,1,276,3,Human Resources,Married,51260,5.0,Y,18,8,0,20.0,2,12,4.0,1.0,3.0,3,3,8.3738
No,Travel_Rarely,Research & Development,7,1,Life Sciences,1,277,2,Laboratory Technician,Married,28590,3.0,Y,18,8,1,32.0,2,3,3.0,3.0,3.0,3,3,6.2405
No,Travel_Rarely,Sales,6,3,Medical,1,278,1,Sales Executive,Divorced,102390,3.0,Y,24,8,3,23.0,3,6,2.0,4.0,2.0,3,4,7.0293
No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,279,5,Laboratory Technician,Single,53290,8.0,Y,20,8,0,10.0,3,2,1.0,1.0,3.0,4,4,6.2902
No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,280,2,Manufacturing Director,Divorced,43250,1.0,Y,14,8,0,9.0,2,7,4.0,1.0,2.0,2,3,6.9915
No,Travel_Rarely,Research & Development,3,3,Medical,1,281,1,Manufacturing Director,Married,72600,1.0,Y,16,8,0,22.0,2,10,4.0,3.0,3.0,3,3,5.7718
No,Travel_Rarely,Sales,9,3,Life Sciences,1,282,2,Research Scientist,Married,23220,7.0,Y,25,8,1,4.0,0,2,4.0,2.0,3.0,4,4,6.7341
Yes,Travel_Rarely,Sales,2,4,Life Sciences,1,283,3,Research Scientist,Single,20750,7.0,Y,18,8,3,10.0,0,7,1.0,2.0,3.0,2,3,7.448
No,Non-Travel,Research & Development,10,4,Technical Degree,1,284,2,Research Scientist,Married,41520,9.0,Y,19,8,1,10.0,3,5,1.0,1.0,3.0,3,3,5.7542
No,Travel_Rarely,Research & Development,1,3,Medical,1,285,3,Manager,Single,96190,4.0,Y,13,8,1,10.0,2,0,3.0,3.0,4.0,3,3,9.0256
No,Non-Travel,Research & Development,8,2,Life Sciences,1,286,1,Research Scientist,Single,135030,2.0,Y,12,8,0,9.0,6,4,1.0,3.0,3.0,2,3,5.9119
No,Travel_Frequently,Research & Development,27,3,Life Sciences,1,287,1,Research Scientist,Divorced,54410,9.0,Y,22,8,1,28.0,6,13,4.0,3.0,2.0,2,4,7.6383
No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,288,2,Sales Executive,Divorced,52090,7.0,Y,14,8,1,10.0,3,7,3.0,4.0,2.0,3,3,7.0378
No,Travel_Rarely,Research & Development,1,2,Medical,1,289,1,Sales Executive,Single,106730,1.0,Y,13,8,3,1.0,2,0,3.0,3.0,3.0,3,3,6.2523
Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1,290,1,Sales Executive,Divorced,50100,6.0,Y,21,8,3,7.0,3,2,3.0,3.0,3.0,3,4,9.6036
No,Travel_Frequently,Research & Development,26,1,Life Sciences,1,291,1,Laboratory Technician,Married,135490,3.0,Y,11,8,2,7.0,3,2,4.0,4.0,3.0,3,3,6.7272
No,Travel_Rarely,Research & Development,2,5,Technical Degree,1,292,2,Healthcare Representative,Single,49990,3.0,Y,12,8,2,10.0,2,3,2.0,3.0,3.0,4,3,6.2534
No,Travel_Rarely,Sales,13,3,Marketing,1,293,5,Sales Executive,Married,42210,1.0,Y,11,8,1,5.0,4,2,2.0,1.0,4.0,3,3,7.2393
No,Travel_Rarely,Sales,2,4,Marketing,1,294,4,Healthcare Representative,Married,138720,9.0,Y,12,8,3,12.0,3,6,3.0,2.0,1.0,2,3,6.0936
No,Travel_Rarely,Research & Development,2,4,Medical,1,295,1,Manager,Married,20420,7.0,Y,12,8,0,30.0,6,1,3.0,4.0,2.0,3,3,6.6775
No,Travel_Rarely,Sales,9,3,Marketing,1,296,2,Research Scientist,Single,20730,0.0,Y,14,8,0,5.0,3,3,4.0,4.0,2.0,3,3,8.2682
No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,297,1,Laboratory Technician,Single,29560,8.0,Y,13,8,0,9.0,6,7,4.0,1.0,1.0,3,3,7.35
No,Travel_Rarely,Sales,20,3,Marketing,1,298,2,Manager,Divorced,29260,1.0,Y,15,8,1,2.0,3,2,4.0,2.0,3.0,2,3,6.5145
No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,299,3,Laboratory Technician,Single,48090,2.0,Y,18,8,0,19.0,2,2,4.0,4.0,3.0,3,3,5.7222
No,Non-Travel,Research & Development,5,1,Medical,1,300,1,Healthcare Representative,Divorced,51630,2.0,Y,18,8,2,16.0,4,0,4.0,1.0,4.0,3,3,6.5852
No,Travel_Frequently,Sales,4,4,Life Sciences,1,301,2,Sales Executive,Married,188440,1.0,Y,19,8,0,10.0,3,7,3.0,4.0,3.0,1,3,7.1157
No,Travel_Rarely,Sales,10,3,Medical,1,302,4,Laboratory Technician,Married,181720,6.0,Y,12,8,2,6.0,5,1,4.0,3.0,1.0,3,3,10.3774
No,Travel_Rarely,Research & Development,20,3,Medical,1,303,3,Laboratory Technician,Divorced,57440,3.0,Y,19,8,1,7.0,4,0,2.0,1.0,3.0,2,3,5.9189
No,Travel_Rarely,Sales,21,5,Technical Degree,1,304,3,Manager,Married,28890,1.0,Y,11,8,1,34.0,2,16,3.0,1.0,4.0,3,3,5.5373
Yes,Travel_Rarely,Research & Development,1,2,Medical,1,305,3,Laboratory Technician,Single,28710,1.0,Y,17,8,3,10.0,2,8,4.0,4.0,2.0,3,3,9.6061
No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,306,2,Research Scientist,Single,74840,1.0,Y,15,8,0,6.0,3,4,3.0,4.0,2.0,3,3,7.1539
No,Travel_Rarely,Sales,2,3,Life Sciences,1,307,3,Healthcare Representative,Single,60740,0.0,Y,14,8,0,9.0,2,1,2.0,3.0,3.0,3,3,5.6428
No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,308,2,Research Scientist,Single,173280,1.0,Y,17,8,1,2.0,2,2,1.0,3.0,3.0,1,3,7.4337
Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,1,309,1,Research Director,Single,27740,4.0,Y,13,8,1,11.0,2,3,2.0,3.0,3.0,3,3,9.325
No,Travel_Rarely,Research & Development,12,3,Technical Degree,1,310,1,Research Scientist,Single,45050,1.0,Y,12,8,0,6.0,3,4,4.0,4.0,3.0,3,3,7.627
