años_de_trabajo,años_jefe_actual,satisfaccion_entorno,satisfaccion_laboral,tiempo_prom_dia,frecuencia_viajes_Non-Travel,frecuencia_viajes_Travel_Frequently,estado_civil_Divorced,estado_civil_Single,numero_capacitaciones_2
12.0,8,3.0,3.0,7.5739,1,0,0,1,1
22.0,11,3.0,1.0,6.6962,0,1,0,0,0
6.0,4,1.0,3.0,7.7795,0,0,1,0,1
7.0,6,2.0,3.0,6.8689,0,0,0,0,0
10.0,3,2.0,4.0,5.97,0,1,1,0,1
18.0,7,3.0,4.0,6.9768,0,0,0,0,1
1.0,0,3.0,2.0,8.0267,0,0,0,0,1
11.0,7,3.0,2.0,7.588,0,0,0,0,1
7.0,3,2.0,2.0,6.8392,0,0,1,0,1
9.0,7,4.0,1.0,7.3116,0,0,0,1,0
10.0,9,2.0,4.0,6.5804,0,1,0,1,1
8.0,2,2.0,1.0,7.0619,0,0,1,0,1
23.0,2,1.0,3.0,9.2421,0,1,0,0,0
10.0,7,4.0,3.0,6.4798,0,0,0,0,0
24.0,7,2.0,1.0,6.7369,0,0,1,0,0
14.0,6,4.0,1.0,7.8499,0,0,0,0,0
29.0,7,4.0,4.0,5.9364,0,0,0,1,1
9.0,2,3.0,4.0,6.1791,1,0,1,0,0
1.0,0,4.0,4.0,8.2015,0,1,0,0,0
14.0,11,3.0,3.0,7.0947,0,0,0,0,1
29.0,8,2.0,3.0,9.3761,0,0,1,0,1
23.0,2,4.0,4.0,6.9505,0,0,1,0,1
10.0,7,4.0,3.0,6.4903,0,0,0,0,0
16.0,2,2.0,2.0,9.6304,0,0,1,0,0
16.0,3,1.0,3.0,7.2307,0,0,0,0,1
22.0,5,4.0,3.0,8.878,0,0,0,0,0
36.0,9,4.0,4.0,7.1699,0,0,0,0,1
19.0,0,4.0,3.0,10.2054,0,1,1,0,1
8.0,0,2.0,3.0,8.7365,0,1,1,0,0
23.0,15,1.0,3.0,6.3677,0,0,0,1,1
3.0,2,2.0,2.0,5.5437,0,0,0,0,0
3.0,2,3.0,4.0,7.0502,1,0,1,0,0
17.0,13,3.0,2.0,7.3411,0,0,0,1,0
4.0,2,3.0,4.0,5.5993,1,0,0,0,0
10.0,2,4.0,4.0,5.52,0,0,1,0,1
15.0,2,1.0,1.0,10.6344,0,0,0,1,0
5.0,0,1.0,3.0,6.5353,0,0,0,1,1
2.0,2,1.0,3.0,6.466,0,0,0,1,0
6.0,0,4.0,1.0,7.3669,0,0,0,0,0
5.0,4,3.0,1.0,6.3173,0,0,0,0,1
5.0,2,4.0,3.0,7.8498,0,0,0,1,0
15.0,0,2.0,4.0,8.8549,0,0,0,0,1
27.0,2,1.0,3.0,7.9926,1,0,0,0,1
23.0,4,4.0,4.0,7.7541,1,0,0,1,0
18.0,0,2.0,2.0,8.7146,0,0,0,0,0
19.0,2,3.0,1.0,7.7661,0,0,1,0,1
10.0,6,4.0,3.0,9.6701,0,0,0,0,1
7.0,7,4.0,2.0,7.9048,0,0,1,0,0
22.0,13,2.0,3.0,6.8582,0,0,0,1,0
7.0,4,3.0,1.0,6.4293,0,1,0,1,0
2.0,2,4.0,1.0,7.4863,0,0,0,1,0
21.0,9,3.0,3.0,5.8395,0,0,0,1,0
8.0,7,4.0,3.0,7.2389,0,0,0,0,0
6.0,3,4.0,1.0,5.9789,0,0,0,1,0
8.0,7,2.0,2.0,5.9576,0,0,0,0,1
10.0,7,2.0,1.0,9.2629,0,1,0,1,1
1.0,0,1.0,2.0,7.5544,0,0,0,1,1
5.0,0,1.0,1.0,7.3404,0,1,0,0,0
6.0,1,1.0,1.0,6.133,0,0,0,1,0
25.0,11,1.0,3.0,7.3653,0,0,0,1,1
8.0,2,4.0,1.0,6.4743,0,0,1,0,0
9.0,3,1.0,3.0,7.2585,0,0,0,0,1
1.0,0,2.0,4.0,6.0861,0,0,0,1,1
4.0,0,3.0,3.0,8.0868,0,0,1,0,0
6.0,2,1.0,1.0,6.1787,0,0,0,0,0
40.0,6,4.0,4.0,7.2587,0,0,0,0,1
33.0,4,4.0,3.0,6.011,0,1,1,0,1
5.0,4,3.0,3.0,6.2236,1,0,0,1,1
4.0,2,4.0,2.0,7.434,0,0,0,0,0
10.0,8,4.0,3.0,5.9687,0,0,0,1,0
6.0,2,2.0,3.0,6.5853,0,0,0,0,1
10.0,9,1.0,3.0,6.9203,0,0,0,0,0
3.0,2,2.0,4.0,6.5997,0,0,1,0,0
10.0,9,2.0,2.0,7.0804,0,0,0,0,0
21.0,3,4.0,4.0,6.1797,1,0,0,1,0
1.0,0,4.0,2.0,10.2132,0,0,0,1,0
13.0,5,3.0,3.0,6.2503,1,0,0,0,0
6.0,4,1.0,4.0,6.977,1,0,0,0,0
2.0,2,3.0,4.0,7.1012,0,0,0,0,1
8.0,0,2.0,4.0,6.0699,0,0,0,0,0
20.0,10,4.0,3.0,6.5514,0,0,0,1,1
4.0,2,2.0,2.0,9.489,0,0,0,1,0
0.0,0,3.0,4.0,5.5156,0,0,0,1,0
24.0,6,2.0,1.0,6.0287,0,0,0,0,0
6.0,2,1.0,1.0,6.8099,0,0,0,0,0
23.0,0,1.0,3.0,8.8195,0,0,0,1,0
7.0,0,4.0,3.0,7.0916,0,0,0,0,0
7.0,7,4.0,4.0,6.857,1,0,0,1,0
5.0,2,1.0,4.0,10.6411,0,0,0,0,0
11.0,8,2.0,2.0,7.2609,1,0,0,0,0
6.0,4,4.0,3.0,6.1163,0,0,1,0,0
12.0,7,2.0,3.0,8.1551,0,0,0,0,1
4.0,2,2.0,3.0,8.271,0,0,0,0,1
5.0,2,3.0,2.0,8.6844,0,0,1,0,0
7.0,1,3.0,2.0,7.2842,0,0,0,0,1
1.0,0,3.0,1.0,6.2871,0,1,0,1,0
10.0,0,1.0,3.0,6.6286,0,1,0,1,0
5.0,3,1.0,1.0,10.484,0,1,0,0,0
8.0,4,3.0,3.0,6.8846,0,0,0,1,0
11.0,2,2.0,1.0,10.6777,0,1,1,0,0
18.0,17,4.0,1.0,6.2052,0,0,1,0,0
9.0,1,3.0,3.0,9.4318,0,1,0,1,1
8.0,0,4.0,4.0,7.0936,0,0,0,1,1
16.0,11,3.0,4.0,8.72,0,1,0,0,0
10.0,7,3.0,4.0,7.7661,0,0,0,1,0
9.0,2,3.0,3.0,7.8439,0,0,0,0,1
12.0,5,4.0,2.0,7.0406,0,0,0,0,0
1.0,0,3.0,2.0,5.7957,0,0,0,1,1
10.0,2,4.0,3.0,8.0889,0,1,0,1,1
10.0,8,2.0,4.0,7.2354,0,0,0,0,0
5.0,2,1.0,3.0,7.4707,0,0,0,0,0
7.0,7,2.0,4.0,6.7173,0,0,0,1,1
9.0,0,4.0,3.0,6.9412,1,0,0,0,0
36.0,7,4.0,2.0,7.7385,0,0,0,1,0
5.0,3,1.0,3.0,6.7415,1,0,1,0,1
8.0,0,1.0,4.0,5.868,0,0,0,0,0
15.0,8,2.0,3.0,6.1637,0,0,1,0,0
22.0,14,3.0,1.0,7.4389,0,1,0,1,0
32.0,3,4.0,4.0,6.9499,0,0,1,0,1
17.0,7,4.0,3.0,7.1382,0,0,0,0,0
6.0,4,4.0,4.0,7.4863,0,0,0,1,0
15.0,0,2.0,3.0,6.8906,0,0,0,1,0
16.0,12,3.0,4.0,9.4963,1,0,0,0,0
6.0,3,4.0,3.0,6.0934,0,0,0,1,1
23.0,1,3.0,2.0,6.7979,0,0,0,0,0
19.0,0,3.0,4.0,5.7691,0,0,1,0,0
10.0,7,2.0,1.0,6.7904,0,0,0,0,1
10.0,8,2.0,1.0,7.5324,0,0,1,0,0
6.0,0,2.0,1.0,8.3859,0,0,0,0,1
10.0,7,3.0,4.0,7.3134,0,0,1,0,0
34.0,0,4.0,2.0,9.0854,1,0,1,0,0
21.0,3,3.0,3.0,7.6452,0,0,0,0,1
24.0,7,4.0,4.0,6.7039,0,1,1,0,1
12.0,0,1.0,3.0,6.2884,0,1,0,0,1
12.0,7,2.0,2.0,5.5088,1,0,0,1,1
30.0,3,3.0,4.0,9.9433,0,0,0,1,0
6.0,4,2.0,4.0,5.8481,0,0,0,1,0
17.0,2,4.0,1.0,9.1501,0,0,1,0,0
9.0,0,4.0,2.0,9.1628,0,0,0,1,0
11.0,7,1.0,1.0,6.1826,0,0,0,1,1
5.0,3,3.0,2.0,7.0673,0,0,0,0,0
24.0,4,3.0,2.0,7.9293,0,0,1,0,0
3.0,2,4.0,4.0,8.0766,0,0,0,1,0
9.0,3,3.0,2.0,6.0832,0,0,0,0,0
7.0,4,3.0,2.0,7.417,0,0,0,0,0
9.0,8,3.0,4.0,5.7819,0,0,0,1,0
10.0,0,2.0,1.0,6.3088,0,0,0,0,1
5.0,2,1.0,4.0,10.3352,0,0,0,0,0
5.0,4,3.0,3.0,6.5981,0,0,0,0,0
10.0,9,3.0,3.0,6.1573,0,1,0,0,0
10.0,2,2.0,4.0,9.9706,0,0,0,0,0
8.0,3,1.0,4.0,6.6792,0,0,1,0,0
26.0,8,4.0,4.0,6.8818,0,0,0,0,0
7.0,5,1.0,2.0,10.0123,0,0,1,0,0
23.0,0,1.0,3.0,6.1736,0,0,0,0,1
19.0,0,3.0,3.0,7.3043,0,0,0,1,1
20.0,8,3.0,3.0,6.9036,0,1,0,1,1
21.0,2,4.0,3.0,7.8156,0,0,1,0,1
6.0,3,2.0,3.0,6.673,0,0,0,0,0
7.0,1,3.0,4.0,6.4052,0,0,0,0,1
16.0,0,4.0,4.0,8.4698,0,0,0,1,0
6.0,4,2.0,3.0,6.9779,0,0,0,1,1
10.0,6,3.0,2.0,6.944,0,0,0,0,1
33.0,4,4.0,3.0,6.0647,0,1,1,0,1
4.0,2,2.0,3.0,9.0925,0,0,0,0,0
23.0,9,1.0,3.0,6.1164,0,0,0,0,0
14.0,0,2.0,4.0,8.2044,0,0,1,0,0
23.0,8,2.0,3.0,5.7246,0,0,0,0,1
12.0,8,4.0,4.0,6.9638,0,0,0,0,0
1.0,0,3.0,1.0,6.6538,0,1,0,1,0
9.0,2,4.0,3.0,7.2647,0,0,0,0,1
14.0,7,2.0,4.0,6.2895,0,0,0,0,0
1.0,1,3.0,3.0,10.4429,1,0,1,0,0
18.0,0,2.0,2.0,7.3696,0,0,0,1,0
17.0,3,4.0,1.0,5.5044,0,0,1,0,0
1.0,0,4.0,2.0,6.254,0,0,0,0,0
2.0,2,3.0,4.0,5.7949,0,0,0,1,1
6.0,2,3.0,4.0,6.5507,0,1,1,0,0
17.0,6,3.0,3.0,6.6858,0,0,0,1,1
10.0,7,4.0,3.0,10.458,0,0,0,0,0
7.0,5,3.0,3.0,7.4716,0,0,0,1,0
23.0,5,3.0,3.0,9.8708,0,0,1,0,1
1.0,0,1.0,4.0,7.016,0,0,0,0,0
17.0,7,3.0,2.0,8.1757,0,1,0,0,1
1.0,1,2.0,4.0,10.0908,0,0,0,1,0
9.0,8,2.0,1.0,6.1176,0,1,0,0,0
5.0,4,4.0,4.0,5.6495,0,0,0,0,1
10.0,6,4.0,3.0,9.3833,1,0,1,0,0
17.0,0,3.0,1.0,5.7982,0,0,1,0,0
8.0,2,3.0,3.0,5.8172,0,0,0,1,0
18.0,12,1.0,3.0,7.008,0,0,0,0,1
8.0,2,4.0,2.0,6.2708,0,0,0,1,0
2.0,2,1.0,3.0,5.4667,0,0,1,0,0
36.0,9,4.0,4.0,7.5109,0,0,0,0,1
5.0,4,3.0,1.0,6.1143,0,0,1,0,1
35.0,4,1.0,4.0,10.2242,0,0,0,0,0
17.0,3,3.0,1.0,7.4155,0,0,0,0,0
2.0,2,4.0,2.0,6.3483,0,1,1,0,0
21.0,0,2.0,4.0,8.3359,0,0,1,0,0
17.0,7,3.0,3.0,7.612,0,0,0,0,1
10.0,7,3.0,4.0,8.3068,0,0,0,1,0
6.0,2,4.0,4.0,7.0542,0,0,0,1,1
25.0,4,4.0,4.0,6.4496,0,0,0,1,1
10.0,8,3.0,3.0,5.7309,0,0,0,0,0
3.0,2,4.0,4.0,8.3445,0,0,0,1,0
5.0,0,3.0,4.0,9.5558,0,0,0,0,1
1.0,0,4.0,2.0,6.2233,0,0,0,0,0
5.0,0,4.0,1.0,9.615,1,0,0,0,0
22.0,4,4.0,2.0,6.6197,0,0,0,1,0
7.0,5,1.0,2.0,10.0517,0,0,1,0,0
1.0,0,4.0,3.0,6.0762,0,0,0,0,1
17.0,7,3.0,1.0,7.6813,0,0,1,0,1
32.0,2,4.0,1.0,6.7405,0,1,0,0,1
6.0,0,2.0,4.0,9.4823,0,0,0,0,1
0.0,0,2.0,4.0,5.7887,1,0,0,1,0
20.0,9,3.0,3.0,6.7371,0,0,0,0,0
5.0,2,4.0,3.0,7.4745,0,0,0,1,0
5.0,0,4.0,3.0,10.0073,0,1,1,0,1
11.0,6,4.0,3.0,7.9444,0,0,1,0,0
1.0,0,4.0,2.0,6.8906,0,0,0,1,0
8.0,7,1.0,4.0,6.9825,0,0,0,0,0
22.0,11,3.0,1.0,6.5685,0,1,0,0,0
9.0,7,1.0,3.0,6.1314,0,0,0,1,1
21.0,9,3.0,1.0,5.6269,0,0,0,0,0
10.0,8,4.0,4.0,9.7878,0,0,0,1,1
3.0,2,2.0,4.0,7.0713,0,0,1,0,0
9.0,4,3.0,4.0,7.6845,1,0,0,0,1
32.0,9,3.0,4.0,9.4625,0,1,0,1,1
14.0,11,4.0,4.0,6.6118,0,0,0,0,0
10.0,7,2.0,3.0,8.7723,0,0,0,0,1
7.0,3,3.0,3.0,7.3498,1,0,0,1,0
0.0,0,3.0,3.0,6.7856,1,0,0,1,0
11.0,2,2.0,1.0,10.4657,0,1,1,0,0
1.0,0,3.0,1.0,8.6639,0,0,0,0,0
9.0,7,3.0,4.0,6.0232,0,0,0,1,0
6.0,4,1.0,2.0,10.4333,0,0,0,1,0
10.0,7,2.0,3.0,6.7446,0,0,0,0,1
24.0,14,1.0,3.0,7.2503,0,0,0,0,0
5.0,2,4.0,1.0,6.1409,0,0,0,1,0
8.0,2,4.0,1.0,6.1541,0,0,1,0,0
10.0,2,4.0,3.0,7.3192,0,0,1,0,1
5.0,0,3.0,3.0,7.2468,0,0,0,0,0
3.0,2,3.0,4.0,9.2687,0,0,0,0,0
9.0,3,4.0,4.0,8.2586,0,0,0,0,1
10.0,4,3.0,3.0,6.8608,0,0,1,0,0
10.0,2,4.0,1.0,7.8305,0,0,0,1,0
9.0,7,4.0,1.0,9.2711,0,0,0,1,0
37.0,14,2.0,2.0,6.1301,1,0,1,0,0
12.0,0,1.0,3.0,6.0327,0,1,0,0,1
4.0,2,3.0,1.0,7.826,1,0,0,1,1
8.0,4,4.0,1.0,8.1084,0,0,0,1,0
13.0,7,4.0,4.0,6.4478,0,0,1,0,0
5.0,0,1.0,4.0,6.4643,0,1,1,0,1
3.0,2,2.0,4.0,6.9719,0,0,1,0,0
13.0,9,4.0,1.0,6.0703,0,0,0,0,0
6.0,0,3.0,3.0,8.0295,0,1,0,0,0
13.0,9,3.0,2.0,10.0746,0,0,0,0,0
8.0,1,4.0,2.0,6.7506,0,0,0,1,0
5.0,3,4.0,1.0,6.9665,0,1,0,0,1
10.0,3,2.0,2.0,6.6852,0,1,0,0,0
3.0,2,3.0,3.0,7.1416,0,1,0,0,0
5.0,1,1.0,4.0,5.866,0,0,0,1,1
21.0,8,4.0,1.0,10.081,0,1,0,1,0
20.0,0,4.0,1.0,9.0185,0,0,1,0,0
6.0,3,2.0,4.0,8.4659,0,0,0,0,0
7.0,2,3.0,1.0,10.0658,0,0,1,0,0
6.0,5,2.0,1.0,6.6536,1,0,1,0,1
7.0,2,4.0,4.0,7.6598,1,0,1,0,1
15.0,8,4.0,4.0,6.1806,0,0,0,1,0
7.0,0,3.0,4.0,5.8898,0,0,0,0,1
8.0,2,3.0,3.0,8.4867,0,0,1,0,0
10.0,2,4.0,3.0,7.4392,0,0,0,0,0
6.0,2,4.0,4.0,9.3351,0,0,0,1,0
13.0,7,1.0,1.0,6.8726,0,0,0,0,1
31.0,10,4.0,2.0,10.4416,0,1,1,0,0
5.0,4,3.0,1.0,6.0665,0,0,0,0,1
7.0,7,4.0,4.0,7.0747,1,0,0,1,0
20.0,4,1.0,4.0,7.2353,0,0,1,0,1
3.0,2,3.0,3.0,6.677,0,0,0,1,1
6.0,3,2.0,4.0,8.2627,0,0,0,0,0
1.0,0,4.0,3.0,6.0304,0,0,0,0,0
7.0,2,2.0,1.0,7.1676,1,0,0,1,0
6.0,2,1.0,3.0,6.934,0,0,0,0,1
8.0,0,4.0,4.0,7.0866,0,0,0,1,1
16.0,12,1.0,4.0,6.5477,0,1,0,0,1
17.0,0,2.0,1.0,7.7058,0,0,0,0,0
18.0,3,1.0,3.0,6.5743,0,1,0,0,0
12.0,8,3.0,3.0,7.6113,1,0,0,1,1
9.0,2,2.0,1.0,7.3752,0,0,0,0,0
2.0,2,3.0,2.0,6.8572,0,1,0,0,0
10.0,8,4.0,3.0,7.378,0,1,0,1,0
4.0,2,2.0,2.0,6.9642,0,1,0,1,0
10.0,0,3.0,4.0,7.126,0,0,0,1,0
10.0,5,3.0,4.0,7.6275,1,0,0,0,1
20.0,3,4.0,3.0,5.5294,0,1,0,1,1
7.0,3,4.0,2.0,8.8869,0,0,1,0,0
12.0,1,2.0,3.0,6.7746,0,1,1,0,1
20.0,3,1.0,1.0,6.9082,0,1,0,1,1
16.0,2,1.0,3.0,6.0938,0,0,0,1,0
10.0,3,4.0,1.0,7.3362,1,0,0,0,0
13.0,3,3.0,4.0,9.091,0,0,1,0,0
5.0,1,3.0,4.0,6.5091,0,1,0,0,0
1.0,1,4.0,4.0,6.3824,0,0,0,0,1
21.0,5,1.0,4.0,6.7371,0,1,1,0,1
10.0,7,3.0,4.0,8.2491,0,0,0,1,0
21.0,0,4.0,3.0,7.4937,0,0,0,0,0
7.0,0,2.0,3.0,5.7371,0,0,0,1,0
10.0,0,1.0,2.0,6.1589,0,0,0,0,1
20.0,13,2.0,2.0,6.4133,0,1,1,0,1
6.0,3,4.0,1.0,6.8763,0,0,0,0,0
7.0,2,2.0,3.0,6.3198,0,0,0,0,0
8.0,0,4.0,3.0,9.0256,0,1,0,0,0
32.0,13,2.0,3.0,8.7546,0,1,0,0,1
21.0,3,3.0,3.0,8.0082,0,0,0,0,1
7.0,6,4.0,4.0,10.2111,0,0,0,0,0
12.0,9,2.0,4.0,8.2715,0,0,1,0,0
28.0,2,1.0,4.0,5.9537,0,0,0,0,1
5.0,2,1.0,2.0,6.8325,1,0,0,0,0
8.0,3,2.0,3.0,9.4469,0,1,0,1,1
9.0,7,2.0,1.0,9.896,0,0,0,0,0
10.0,7,3.0,4.0,7.3272,0,0,0,1,0
10.0,2,3.0,3.0,8.2465,0,1,0,0,1
8.0,1,4.0,3.0,6.7737,0,0,0,1,0
7.0,2,4.0,3.0,7.4063,0,0,0,1,0
16.0,0,1.0,4.0,5.788,0,0,0,1,0
21.0,2,4.0,3.0,7.4982,0,0,1,0,1
9.0,3,3.0,3.0,6.4014,0,0,0,0,0
12.0,7,3.0,2.0,5.8022,0,1,0,0,0
24.0,1,4.0,4.0,5.4758,0,0,0,1,0
15.0,7,3.0,4.0,6.8199,0,1,1,0,0
7.0,5,3.0,3.0,7.5039,0,0,0,1,0
6.0,2,3.0,1.0,7.2986,0,0,0,0,1
8.0,4,3.0,2.0,6.4583,0,0,0,0,0
10.0,7,2.0,2.0,9.5339,0,0,0,1,0
10.0,7,2.0,1.0,6.8529,1,0,0,1,0
30.0,12,3.0,2.0,7.2071,0,1,0,0,1
25.0,3,4.0,2.0,7.0416,0,0,0,0,1
26.0,13,3.0,1.0,7.299,0,0,1,0,0
19.0,7,4.0,3.0,9.6025,0,1,0,0,0
9.0,5,2.0,1.0,7.1368,0,0,0,1,0
13.0,7,4.0,2.0,7.3073,0,0,0,0,1
26.0,12,2.0,4.0,6.4408,0,1,1,0,0
25.0,7,3.0,4.0,6.2633,0,0,0,0,0
17.0,15,4.0,3.0,8.1786,0,0,0,0,1
16.0,1,3.0,2.0,5.9144,0,0,0,0,0
4.0,2,4.0,3.0,9.6697,1,0,0,0,0
15.0,11,3.0,4.0,5.9351,0,0,0,0,0
22.0,2,3.0,1.0,9.8846,0,1,0,1,1
7.0,0,4.0,3.0,7.3426,0,0,0,1,1
6.0,3,2.0,4.0,8.6254,0,0,0,0,0
9.0,1,2.0,3.0,5.6428,0,0,0,1,1
3.0,2,3.0,4.0,7.2003,1,0,1,0,0
10.0,0,2.0,3.0,5.8579,0,0,0,0,0
7.0,4,3.0,1.0,7.7179,0,0,0,0,1
8.0,6,4.0,2.0,7.2353,0,0,0,0,0
20.0,7,3.0,3.0,9.5242,0,1,1,0,0
10.0,0,4.0,4.0,8.5291,0,0,0,0,1
4.0,2,4.0,2.0,7.2785,0,0,0,0,0
14.0,0,1.0,4.0,5.9314,0,0,0,1,1
8.0,2,1.0,2.0,7.1586,0,0,1,0,1
10.0,4,1.0,4.0,7.2015,0,0,0,0,1
12.0,2,4.0,3.0,10.5892,1,0,1,0,0
16.0,12,1.0,4.0,6.6227,0,1,0,0,1
5.0,3,2.0,2.0,6.8161,0,1,0,0,1
17.0,0,4.0,3.0,8.7487,0,0,0,0,0
6.0,4,2.0,4.0,5.7357,0,0,1,0,0
6.0,1,3.0,2.0,6.7769,0,0,0,1,0
11.0,8,3.0,4.0,5.9242,0,0,0,1,0
12.0,9,3.0,2.0,7.3813,0,0,0,0,1
6.0,2,3.0,1.0,10.0822,0,0,0,1,0
15.0,4,3.0,2.0,6.5657,0,0,1,0,0
1.0,0,2.0,2.0,6.7686,0,0,0,0,1
10.0,2,3.0,1.0,5.8263,0,0,0,0,0
30.0,1,3.0,4.0,6.8104,0,0,0,0,0
6.0,3,3.0,1.0,6.4238,0,0,0,1,1
5.0,2,4.0,4.0,6.0192,0,1,1,0,1
8.0,7,3.0,2.0,6.2977,0,1,0,0,0
10.0,4,3.0,1.0,8.7681,0,0,0,1,1
10.0,7,4.0,4.0,6.2081,0,0,0,1,0
11.0,7,3.0,3.0,6.2354,0,0,1,0,0
8.0,2,4.0,4.0,7.7013,1,0,1,0,0
10.0,9,4.0,4.0,7.1114,0,0,1,0,0
3.0,2,3.0,1.0,7.2243,0,0,0,0,0
21.0,4,3.0,2.0,6.0339,0,0,0,1,0
5.0,0,3.0,3.0,6.0637,0,0,0,0,0
6.0,4,4.0,4.0,10.0101,0,0,0,0,1
8.0,7,4.0,3.0,6.8257,0,0,0,0,0
12.0,3,4.0,4.0,10.2089,0,1,1,0,1
21.0,10,3.0,1.0,10.8096,0,0,0,0,0
11.0,2,4.0,4.0,6.9967,0,1,0,0,0
8.0,3,3.0,1.0,7.6276,0,0,0,0,0
25.0,8,1.0,1.0,7.523,0,0,1,0,0
6.0,4,3.0,2.0,8.6435,1,0,0,0,0
6.0,3,1.0,4.0,8.4242,0,1,0,1,0
7.0,2,4.0,4.0,6.2067,0,0,1,0,0
21.0,9,3.0,1.0,5.7825,0,0,0,0,0
10.0,8,4.0,3.0,10.3664,0,0,1,0,1
22.0,10,4.0,3.0,5.9858,0,0,0,0,1
19.0,9,3.0,2.0,7.4236,0,0,0,1,0
14.0,1,1.0,4.0,5.5883,0,0,0,1,1
1.0,0,3.0,2.0,6.0556,0,0,0,1,1
8.0,2,4.0,2.0,9.2995,0,0,0,1,0
18.0,1,3.0,1.0,6.8714,0,1,0,0,0
2.0,2,4.0,2.0,9.9695,0,0,0,1,0
4.0,1,3.0,4.0,6.3072,0,0,0,0,0
12.0,7,2.0,2.0,5.5502,1,0,0,1,1
7.0,2,1.0,3.0,8.3305,0,0,0,0,0
4.0,0,3.0,3.0,7.0601,0,1,0,0,1
21.0,5,3.0,1.0,8.8485,0,1,0,0,0
3.0,2,3.0,3.0,6.9061,0,0,0,1,1
35.0,8,4.0,2.0,6.3734,0,0,0,1,1
13.0,8,3.0,2.0,6.0452,0,0,1,0,0
5.0,4,4.0,1.0,5.5517,0,0,0,1,0
16.0,3,1.0,3.0,7.3418,0,0,0,0,1
8.0,7,3.0,4.0,5.5622,0,1,0,0,0
10.0,8,4.0,3.0,10.1217,0,0,0,1,0
6.0,0,2.0,4.0,9.528,0,0,0,0,1
1.0,0,4.0,2.0,6.8091,0,0,0,1,0
2.0,2,4.0,4.0,8.5811,0,1,0,1,0
23.0,9,1.0,3.0,5.9027,0,0,0,0,0
0.0,0,4.0,4.0,7.1939,1,0,0,0,1
20.0,8,3.0,3.0,6.8284,0,1,0,1,1
15.0,2,1.0,1.0,10.418,0,0,0,1,0
5.0,4,1.0,3.0,6.5326,0,0,0,1,1
14.0,8,3.0,1.0,7.294,0,0,0,1,0
3.0,0,4.0,1.0,9.7442,0,0,0,1,1
5.0,2,4.0,4.0,5.5291,1,0,0,0,1
16.0,0,2.0,4.0,7.1154,0,0,0,1,0
1.0,0,2.0,3.0,7.0395,0,1,0,1,0
10.0,3,4.0,2.0,5.9347,0,0,0,1,0
7.0,4,3.0,2.0,7.4603,0,0,0,0,0
0.0,0,2.0,3.0,6.9708,1,0,0,1,0
4.0,0,3.0,2.0,7.2562,1,0,0,0,0
6.0,1,2.0,2.0,6.1457,0,0,0,0,1
17.0,13,1.0,1.0,5.5843,0,1,0,0,1
6.0,4,1.0,2.0,10.2939,0,0,0,1,0
8.0,7,3.0,4.0,10.3414,0,0,0,0,1
26.0,6,1.0,3.0,5.9089,0,0,0,0,0
28.0,7,2.0,3.0,7.0051,0,0,0,0,0
17.0,13,1.0,1.0,5.7385,0,1,0,0,1
9.0,8,4.0,3.0,7.3499,0,1,1,0,1
12.0,7,1.0,4.0,5.9682,0,0,0,1,0
1.0,0,4.0,4.0,10.0367,0,1,0,1,0
25.0,3,4.0,2.0,7.0436,0,0,0,0,1
10.0,3,4.0,2.0,9.5419,0,0,0,0,0
7.0,2,4.0,4.0,6.2064,0,0,0,0,0
9.0,3,3.0,4.0,6.9635,0,0,0,1,0
10.0,8,1.0,4.0,9.767,0,1,0,0,1
15.0,7,3.0,1.0,8.3516,0,0,0,0,0
1.0,0,2.0,3.0,8.8573,0,0,0,0,1
8.0,7,3.0,2.0,6.5469,1,0,0,0,0
9.0,0,1.0,1.0,6.5571,0,0,0,0,1
6.0,2,2.0,3.0,7.2417,0,0,0,0,0
9.0,7,4.0,4.0,6.6119,0,0,1,0,1
23.0,0,1.0,3.0,8.7485,0,0,0,1,0
9.0,1,2.0,4.0,7.2128,0,1,0,1,0
6.0,4,4.0,4.0,7.2713,0,0,0,1,0
2.0,2,4.0,4.0,6.6347,0,0,0,0,0
8.0,2,2.0,2.0,7.0115,0,0,0,1,0
9.0,1,1.0,1.0,5.7225,0,0,0,0,1
15.0,13,2.0,4.0,7.4248,0,0,0,0,0
8.0,7,2.0,2.0,5.7565,0,0,0,0,1
13.0,8,1.0,3.0,5.8363,0,0,1,0,0
8.0,2,4.0,2.0,6.0353,0,0,0,1,0
10.0,8,4.0,1.0,9.2668,0,0,1,0,1
11.0,7,3.0,2.0,7.766,0,0,1,0,0
40.0,8,4.0,2.0,8.2889,0,0,0,1,1
14.0,12,3.0,2.0,7.0217,1,0,0,0,1
14.0,4,3.0,2.0,6.4926,0,0,1,0,0
12.0,8,4.0,4.0,6.966,0,0,1,0,1
28.0,7,1.0,2.0,9.3849,0,1,0,0,0
10.0,7,3.0,2.0,6.4287,0,1,0,0,1
13.0,8,1.0,4.0,6.7575,0,1,1,0,1
1.0,1,2.0,4.0,10.4643,0,0,0,1,0
7.0,2,4.0,3.0,7.5728,0,0,0,1,0
9.0,0,3.0,3.0,5.8347,0,1,1,0,1
10.0,3,3.0,1.0,6.2999,0,1,0,0,1
28.0,7,2.0,3.0,6.7709,0,0,0,0,0
10.0,7,1.0,4.0,5.816,0,0,0,0,0
19.0,9,3.0,2.0,7.671,1,0,0,1,0
